compound_name,num_experiments,num_species,num_taxa,num_pmids,median_effect,trimmed_mean_effect,sign_consistency,leave_one_species_out_stability,leave_one_taxon_out_stability,aggregation_stability,breadth_score,robustness_score,avg_significance_summary,max_significance_summary,taxa_present,species_present,pmids,evidence_tier,robust_flag,thin_evidence_reason,rank,empirical_p_value,null_exceedance_rate,null_z_score
Diethyldithiocarbamate,2,1,1,1,40.5,40.5,1.0,0.0,0.0,1.0,0.3055555555555555,0.49744444444444447,S:2,blank:2,insect,Musca domestica,6325831,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,226,0.00999000999000999,0.009,3.0581831324922906
Psora-4,2,1,1,2,37.425,37.425,1.0,0.0,0.0,1.0,0.3055555555555555,0.4943694444444445,S:2,blank:2,nematode,Caenorhabditis elegans,24134630;30269951,thin_evidence,False,species_lt_2;experiments_lt_3;taxa_lt_2,227,0.01998001998001998,0.019,0.877302000840805
Urolithin B,2,1,1,1,36.6,36.6,1.0,0.0,0.0,1.0,0.3055555555555555,0.4935444444444445,S:2,blank:2,nematode,Caenorhabditis elegans,27400265,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,228,0.024975024975024976,0.024,0.8593927263289656
Urolithin C,2,1,1,1,36.0,36.0,1.0,0.0,0.0,1.0,0.3055555555555555,0.49294444444444446,S:2,blank:2,nematode,Caenorhabditis elegans,27400265,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,229,0.024975024975024976,0.024,0.8797497072989909
Protocatechuic acid,2,1,1,1,30.95,30.95,1.0,0.0,0.0,1.0,0.3055555555555555,0.48789444444444446,S:2,blank:2,nematode,Caenorhabditis elegans,23780797,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,230,0.03696303696303696,0.036,0.8533799092837782
Hydrogen Sulphide,1,1,1,1,74.0,74.0,1.0,0.0,0.0,1.0,0.25,0.4875,S:1,blank:1,nematode,Caenorhabditis elegans,18077331,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,231,0.016983016983016984,0.016,0.7757610807813575
"3,5-dihydroxy-4'-acetoxy-trans-stilbene",1,1,1,1,68.2,68.2,1.0,0.0,0.0,1.0,0.25,0.4875,S:1,blank:1,fungus,Saccharomyces cerevisiae,17156081,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,232,0.2127872127872128,0.212,0.4980434399973948
Carbonylcyanide-3-chlorophenylhydrazone,1,1,1,1,60.0,60.0,1.0,0.0,0.0,1.0,0.25,0.4875,S:1,blank:1,nematode,Caenorhabditis elegans,19442682,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,233,0.011988011988011988,0.011,0.7545504879832139
Bacitracin,1,1,1,1,58.5,58.5,1.0,0.0,0.0,1.0,0.25,0.4875,S:1,blank:1,nematode,Caenorhabditis elegans,22114686,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,234,0.01898101898101898,0.018,0.7711996036366182
"3,5-dihydroxy-4'-ethyl-trans-stilbene",1,1,1,1,51.5,51.5,1.0,0.0,0.0,1.0,0.25,0.4875,S:1,blank:1,fungus,Saccharomyces cerevisiae,17156081,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,235,0.22977022977022976,0.229,0.48092201229210635
Taxifolin,1,1,1,1,51.0,51.0,1.0,0.0,0.0,1.0,0.25,0.4875,S:1,blank:1,nematode,Caenorhabditis elegans,18755260,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,236,0.014985014985014986,0.014,0.7554824285949174
Gr-4D,1,1,1,1,50.5,50.5,1.0,0.0,0.0,1.0,0.25,0.4875,S:1,blank:1,nematode,Caenorhabditis elegans,31879284,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,237,0.022977022977022976,0.022,0.752895782841884
N-acetylglucosamine,1,1,1,1,50.0,50.0,1.0,0.0,0.0,1.0,0.25,0.4875,S:1,blank:1,nematode,Caenorhabditis elegans,24630720,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,238,0.008991008991008992,0.008,0.765889579537039
Hispidol,2,1,1,1,28.305,28.305,1.0,0.0,0.0,1.0,0.3055555555555555,0.4852494444444445,S:2,blank:2,nematode,Caenorhabditis elegans,33179346,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,239,0.054945054945054944,0.054,0.8016951704221081
Shengmai Yin,1,1,1,1,47.3,47.3,1.0,0.0,0.0,1.0,0.25,0.4848,S:1,blank:1,nematode,Caenorhabditis elegans,24952637,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,240,0.02197802197802198,0.021,0.7432040549803496
Cinnamon extract,2,1,1,1,27.0,27.0,1.0,0.0,0.0,1.0,0.3055555555555555,0.4839444444444445,S:2,blank:2,insect,Drosophila melanogaster,25456850,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,241,0.01998001998001998,0.019,1.062366580395449
"S,S-trolox-carnosine",2,1,1,1,26.0,26.0,1.0,0.0,0.0,1.0,0.3055555555555555,0.4829444444444445,S:2,blank:2,insect,Drosophila melanogaster,20681748,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,242,0.027972027972027972,0.027,1.0575335726401396
Myricetin,2,1,1,2,25.445,25.445,1.0,0.0,0.0,1.0,0.3055555555555555,0.4823894444444445,S:2,blank:2,nematode,Caenorhabditis elegans,22155175;23736695,thin_evidence,False,species_lt_2;experiments_lt_3;taxa_lt_2,243,0.07392607392607392,0.073,0.7767695395111271
Sulfamerazine,2,1,1,1,25.025,25.025,1.0,0.0,0.0,1.0,0.3055555555555555,0.4819694444444445,S:2,blank:2,mammal,Rattus norvegicus,620944,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,244,0.03396603396603397,0.033,1.1022689133542494
Salicylamide,1,1,1,1,44.0,44.0,1.0,0.0,0.0,1.0,0.25,0.4815,S:1,blank:1,insect,Drosophila melanogaster,4397875,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,245,0.022977022977022976,0.022,0.990337623183614
Tartrate,1,1,1,1,43.7,43.7,1.0,0.0,0.0,1.0,0.25,0.4812,blank:1,blank:1,rotifer,Mytilina brevispina,804507,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,246,1.0,1.0,-1.6175092206621149
Valproic acid,2,1,1,2,24.12,24.12,1.0,0.0,0.0,1.0,0.3055555555555555,0.4810644444444445,S:2,blank:2,nematode,Caenorhabditis elegans,18248662;30970250,thin_evidence,False,species_lt_2;experiments_lt_3;taxa_lt_2,247,0.11688311688311688,0.116,0.7258374431661174
Loxapine succinate,1,1,1,1,43.0,43.0,1.0,0.0,0.0,1.0,0.25,0.4805,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,248,0.03296703296703297,0.032,0.7155133747998924
Oregano extract,1,1,1,1,43.0,43.0,1.0,0.0,0.0,1.0,0.25,0.4805,S:1,blank:1,insect,Anastrepha ludens,21455602,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,249,0.04595404595404595,0.045,1.2431336000784128
TPEN,1,1,1,1,43.0,43.0,1.0,0.0,0.0,1.0,0.25,0.4805,S:1,blank:1,nematode,Caenorhabditis elegans,27078872,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,250,0.022977022977022976,0.022,0.7385243005937613
X203 (anti-IL-11),2,1,1,1,23.5,23.5,1.0,0.0,0.0,1.0,0.3055555555555555,0.4804444444444445,S:2,blank:2,mammal,Mus musculus,39020175,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,251,0.005994005994005994,0.005,1.1419135419629014
(R)-2-hydroxyglutarate,1,1,1,1,42.9,42.9,1.0,0.0,0.0,1.0,0.25,0.4804,S:1,blank:1,nematode,Caenorhabditis elegans,26190651,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,252,0.027972027972027972,0.027,0.6978511471070707
FCCP,2,1,1,2,22.55,22.55,1.0,0.0,0.0,1.0,0.3055555555555555,0.4794944444444445,S:2,blank:2,nematode,Caenorhabditis elegans,18221415;20346071,thin_evidence,False,species_lt_2;experiments_lt_3;taxa_lt_2,253,0.12287712287712288,0.122,0.7536558875575257
Ciclopirox olamine,1,1,1,1,41.0,41.0,1.0,0.0,0.0,1.0,0.25,0.4785,S:1,blank:1,nematode,Caenorhabditis elegans,22114686,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,254,0.03196803196803197,0.031,0.7130234355975423
3:1 Mixture: salicyl-salicylic acid + aspirin,2,1,1,1,21.5,21.5,1.0,0.0,0.0,1.0,0.3055555555555555,0.4784444444444445,NS:1;S:1,blank:2,insect,Drosophila melanogaster,4397875,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,255,0.04995004995004995,0.049,1.0331410190398227
Theophylline,2,1,1,1,21.185000000000002,21.185000000000002,1.0,0.0,0.0,1.0,0.3055555555555555,0.4781294444444445,S:2,blank:2,nematode,Caenorhabditis elegans,31432005,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,256,0.14685314685314685,0.146,0.7175636039770685
Glyceollin I,1,1,1,1,40.0,40.0,1.0,0.0,0.0,1.0,0.25,0.47750000000000004,S:1,blank:1,fungus,Saccharomyces cerevisiae,24399048,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,257,0.34165834165834164,0.341,0.37593613724870484
Colchine,2,1,1,1,20.5,20.5,1.0,0.0,0.0,1.0,0.3055555555555555,0.4774444444444445,NS:2,blank:2,insect,Drosophila melanogaster,4397875,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,258,0.04995004995004995,0.049,0.9993204930717446
Ludwigia octovalvis extract,2,1,1,1,20.15,20.15,1.0,0.0,0.0,1.0,0.3055555555555555,0.4770944444444445,S:2,blank:2,insect,Drosophila melanogaster,24338263,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,259,0.061938061938061936,0.061,1.0114962404993484
DhHP-6,2,1,1,2,20.05,20.05,1.0,0.0,0.0,1.0,0.3055555555555555,0.4769944444444445,S:2,blank:2,nematode,Caenorhabditis elegans,20528576;23410029,thin_evidence,False,species_lt_2;experiments_lt_3;taxa_lt_2,260,0.17582417582417584,0.175,0.7341807557137263
Dauer-inducing Pheromone,2,1,1,1,20.0,20.0,1.0,0.0,0.0,1.0,0.3055555555555555,0.4769444444444445,blank:2,blank:2,nematode,Caenorhabditis elegans,16377915,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,261,0.16683316683316685,0.166,0.7426208349793509
Tamarixetin,2,1,1,2,19.73,19.73,1.0,0.0,0.0,1.0,0.3055555555555555,0.4766744444444445,S:1;blank:1,blank:2,nematode,Caenorhabditis elegans,16872777;21776484,thin_evidence,False,species_lt_2;experiments_lt_3;taxa_lt_2,262,0.16283716283716285,0.162,0.7313728877687727
2-deoxy-D-glucose,2,1,1,2,19.57,19.57,1.0,0.0,0.0,1.0,0.3055555555555555,0.47651444444444446,S:2,blank:2,nematode,Caenorhabditis elegans,17908557;28992589,thin_evidence,False,species_lt_2;experiments_lt_3;taxa_lt_2,263,0.18581418581418582,0.185,0.7292382464816005
Matairesinol,2,1,1,1,19.5,19.5,1.0,0.0,0.0,1.0,0.3055555555555555,0.4764444444444445,S:2,blank:2,nematode,Caenorhabditis elegans,26141518,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,264,0.18581418581418582,0.185,0.722274366293354
Ethoxyquin,2,1,1,1,19.0,19.0,1.0,0.0,0.0,1.0,0.3055555555555555,0.4759444444444445,S:2,S:2,mammal,Mus musculus,4927196,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,265,0.017982017982017984,0.017,1.0307190268128754
Urolithin D,2,1,1,1,19.0,19.0,1.0,0.0,0.0,1.0,0.3055555555555555,0.4759444444444445,S:2,blank:2,nematode,Caenorhabditis elegans,27400265,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,266,0.19880119880119881,0.198,0.6911392463384656
Huan Shao Dan,1,1,1,1,38.3,38.3,1.0,0.0,0.0,1.0,0.25,0.4758,S:1,blank:1,nematode,Caenorhabditis elegans,24952637,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,267,0.057942057942057944,0.057,0.6785976045384707
Amperozide hydrochloride,1,1,1,1,38.0,38.0,1.0,0.0,0.0,1.0,0.25,0.47550000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,268,0.06593406593406594,0.065,0.6621257196956781
Octoclothepin maleate,1,1,1,1,38.0,38.0,1.0,0.0,0.0,1.0,0.25,0.47550000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,269,0.05194805194805195,0.051,0.6945335203294088
Tripelennamine HCl,2,1,1,1,18.5,18.5,1.0,0.0,0.0,1.0,0.3055555555555555,0.4754444444444445,NS:2,blank:2,insect,Drosophila melanogaster,4397875,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,270,0.06793206793206794,0.067,1.019432078793515
Metamizole,2,1,1,1,18.3,18.3,1.0,0.0,0.0,1.0,0.3055555555555555,0.47524444444444447,S:2,blank:2,nematode,Caenorhabditis elegans,31089188,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,271,0.2177822177822178,0.217,0.6905717445813184
Piceatannol,2,1,1,1,18.3,18.3,1.0,0.0,0.0,1.0,0.3055555555555555,0.47524444444444447,S:2,blank:2,nematode,Caenorhabditis elegans,28128482,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,272,0.21978021978021978,0.219,0.7314704323400061
PDMP,1,1,1,1,37.5,37.5,1.0,0.0,0.0,1.0,0.25,0.475,S:1,blank:1,nematode,Caenorhabditis elegans,25437839,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,273,0.058941058941058944,0.058,0.6847251641546079
Erythromycin,1,1,1,1,37.0,37.0,1.0,0.0,0.0,1.0,0.25,0.4745,S:1,blank:1,rotifer,Brachionus manjavacas,29340835,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,274,0.17782217782217782,0.177,0.4885174818001254
Vaccinium angustifolium extract,1,1,1,1,37.0,37.0,1.0,0.0,0.0,1.0,0.25,0.4745,S:1,blank:1,nematode,Caenorhabditis elegans,16441844,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,275,0.04795204795204795,0.047,0.6923574241042578
Proanthocycanidin,1,1,1,1,36.6,36.6,1.0,0.0,0.0,1.0,0.25,0.4741,S:1,blank:1,nematode,Caenorhabditis elegans,22509764,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,276,0.04995004995004995,0.049,0.7102597171350468
Ganoderma lucidum extract,1,1,1,1,35.83,35.83,1.0,0.0,0.0,1.0,0.25,0.47333000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,30476533,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,277,0.07392607392607392,0.073,0.6524978673504219
Phosphatidylcholine,2,1,1,1,16.380000000000003,16.380000000000003,1.0,0.0,0.0,1.0,0.3055555555555555,0.4733244444444445,S:2,blank:2,nematode,Caenorhabditis elegans,31379987,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,278,0.26573426573426573,0.265,0.7034378737836692
Celastrol,2,1,1,1,15.6,15.6,1.0,0.0,0.0,1.0,0.3055555555555555,0.4725444444444445,S:2,blank:2,nematode,Caenorhabditis elegans,24416295,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,279,0.2707292707292707,0.27,0.7203681369580659
Alpha‐ketoisovalerate,1,1,1,1,35.02,35.02,1.0,0.0,0.0,1.0,0.25,0.47252,S:1,blank:1,nematode,Caenorhabditis elegans,26729005,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,280,0.07792207792207792,0.077,0.6638985702316827
ABC23,1,1,1,1,35.0,35.0,1.0,0.0,0.0,1.0,0.25,0.4725,S:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,281,0.08491508491508491,0.084,0.6795109660110585
N-(2-[4-(4-chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide,1,1,1,1,35.0,35.0,1.0,0.0,0.0,1.0,0.25,0.4725,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,282,0.08191808191808192,0.081,0.6605647289291384
Reishi extract,1,1,1,1,35.0,35.0,1.0,0.0,0.0,1.0,0.25,0.4725,S:1,blank:1,nematode,Caenorhabditis elegans,19837596,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,283,0.06493506493506493,0.064,0.6720264962960655
Staurosporine,1,1,1,1,34.8,34.8,1.0,0.0,0.0,1.0,0.25,0.4723,S:1,blank:1,insect,Drosophila melanogaster,22363408,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,284,0.026973026973026972,0.026,0.8774016032377616
Glycyrrhizae radix extract,2,1,1,1,15.25,15.25,1.0,0.0,0.0,1.0,0.3055555555555555,0.47219444444444447,S:2,blank:2,nematode,Caenorhabditis elegans,26626487,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,285,0.2947052947052947,0.294,0.6862879766078145
Black tea extract,2,1,1,2,15.1,15.1,1.0,0.0,0.0,1.0,0.3055555555555555,0.4720444444444445,S:2,blank:2,insect,Drosophila melanogaster,19770032;8326745,thin_evidence,False,species_lt_2;experiments_lt_3;taxa_lt_2,286,0.1048951048951049,0.104,1.0077171098209847
Diphenhydramine HCl,2,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.3055555555555555,0.4719444444444445,NS:2,blank:2,insect,Drosophila melanogaster,4397875,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,287,0.12887112887112886,0.128,0.9957253900961668
Nobiletin,2,1,1,1,14.85,14.85,1.0,0.0,0.0,1.0,0.3055555555555555,0.47179444444444446,S:2,blank:2,nematode,Caenorhabditis elegans,31948007,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,288,0.31868131868131866,0.318,0.6463767614519381
Emodin,2,1,1,1,14.709999999999999,14.709999999999999,1.0,0.0,0.0,1.0,0.3055555555555555,0.4716544444444445,S:2,blank:2,nematode,Caenorhabditis elegans,28831863,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,289,0.2907092907092907,0.29,0.6919782469587253
Omega-3 Monoacylglyceride Docosahexaenoic acid,2,1,1,1,14.58,14.58,1.0,0.0,0.0,1.0,0.3055555555555555,0.47152444444444447,S:2,blank:2,insect,Drosophila melanogaster,30453574,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,290,0.12687312687312688,0.126,0.9675106426062622
Ampicillin,1,1,1,1,34.0,34.0,1.0,0.0,0.0,1.0,0.25,0.47150000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,16441844,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,291,0.07792207792207792,0.077,0.6436370878241172
Dihydroergocristine methanesulfonate,1,1,1,1,34.0,34.0,1.0,0.0,0.0,1.0,0.25,0.47150000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,292,0.08691308691308691,0.086,0.6439390676424797
"LY-367,265",1,1,1,1,34.0,34.0,1.0,0.0,0.0,1.0,0.25,0.47150000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,293,0.06893106893106893,0.068,0.676521693053644
Oleanolic acid,2,1,1,1,13.905,13.905,1.0,0.0,0.0,1.0,0.3055555555555555,0.4708494444444445,S:2,blank:2,nematode,Caenorhabditis elegans,26592451,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,294,0.3126873126873127,0.312,0.669949851333461
Ribes fasciculatum extract,2,1,1,1,13.7,13.7,1.0,0.0,0.0,1.0,0.3055555555555555,0.4706444444444445,S:2,blank:2,nematode,Caenorhabditis elegans,27478096,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,295,0.33766233766233766,0.337,0.6572491599682334
Chlorprothixene hydrochloride,1,1,1,1,33.0,33.0,1.0,0.0,0.0,1.0,0.25,0.47050000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,296,0.0969030969030969,0.096,0.6539596776815061
Dimethyl formamide,1,1,1,1,33.0,33.0,1.0,0.0,0.0,1.0,0.25,0.47050000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,23313473,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,297,0.08191808191808192,0.081,0.658137759303949
"LY-165,163",1,1,1,1,33.0,33.0,1.0,0.0,0.0,1.0,0.25,0.47050000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,298,0.07792207792207792,0.077,0.6720307892704787
Crocus sativus extract,2,1,1,1,13.55,13.55,1.0,0.0,0.0,1.0,0.3055555555555555,0.4704944444444445,S:2,blank:2,insect,Drosophila melanogaster,27878268,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,299,0.13486513486513488,0.134,0.9708705745476506
Fluvastatin,2,1,1,1,13.5,13.5,1.0,0.0,0.0,1.0,0.3055555555555555,0.4704444444444445,S:2,blank:2,nematode,Caenorhabditis elegans,24923838,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,300,0.2947052947052947,0.294,0.6880858754881549
"3,3'-thiodipropionic acid",2,1,1,1,13.2,13.2,1.0,0.0,0.0,1.0,0.3055555555555555,0.4701444444444445,S:2,blank:2,rotifer,Asplanchna brightwelli,15374519,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,301,0.19480519480519481,0.194,1.2652853787596507
O13,1,1,1,1,32.5,32.5,1.0,0.0,0.0,1.0,0.25,0.47,S:1,blank:1,nematode,Caenorhabditis elegans,31879284,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,302,0.08791208791208792,0.087,0.6605810993167466
Pomegrenate juice,2,1,1,1,13.0,13.0,1.0,0.0,0.0,1.0,0.3055555555555555,0.4699444444444445,S:2,blank:2,insect,Drosophila melanogaster,25566518,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,303,0.16583416583416583,0.165,0.9734832197388512
Myxothiazol,1,1,1,1,32.3,32.3,1.0,0.0,0.0,1.0,0.25,0.4698,S:1,blank:1,nematode,Caenorhabditis elegans,18221415,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,304,0.08091908091908091,0.08,0.6660605095705799
Vitexin,2,1,1,1,12.6,12.6,1.0,0.0,0.0,1.0,0.3055555555555555,0.4695444444444445,S:2,blank:2,nematode,Caenorhabditis elegans,26535084,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,305,0.35564435564435565,0.355,0.6594292188643728
Cordyceps sinensis oral liquid,1,1,1,1,32.0,32.0,1.0,0.0,0.0,1.0,0.25,0.46950000000000003,S:1,blank:1,insect,Drosophila melanogaster,26239097,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,306,0.03896103896103896,0.038,0.8541154936694372
Trehalose,1,1,1,1,32.0,32.0,1.0,0.0,0.0,1.0,0.25,0.46950000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,20477758,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,307,0.08791208791208792,0.087,0.655606254352117
Pantothenic acid,2,1,1,1,12.5,12.5,1.0,0.0,0.0,1.0,0.3055555555555555,0.4694444444444445,NS:2,blank:2,insect,Drosophila melanogaster,4397875,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,308,0.16383616383616384,0.163,0.9321724013297029
(S)-2-hydroxyglutarate,1,1,1,1,31.8,31.8,1.0,0.0,0.0,1.0,0.25,0.4693,S:1,blank:1,nematode,Caenorhabditis elegans,26190651,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,309,0.08691308691308691,0.086,0.6732404239385542
Arctiin,2,1,1,1,12.100000000000001,12.100000000000001,1.0,0.0,0.0,1.0,0.3055555555555555,0.4690444444444445,S:2,blank:2,nematode,Caenorhabditis elegans,26141518,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,310,0.3936063936063936,0.393,0.6369750061083874
Myriocin,1,1,1,1,31.25,31.25,1.0,0.0,0.0,1.0,0.25,0.46875,S:1,blank:1,nematode,Caenorhabditis elegans,25437839,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,311,0.08491508491508491,0.084,0.6572236693192226
"3,3-diethyl-2-pyrrolidinone",1,1,1,1,31.0,31.0,1.0,0.0,0.0,1.0,0.25,0.4685,S:1,blank:1,nematode,Caenorhabditis elegans,15653505,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,312,0.0919080919080919,0.091,0.6379900149208597
